questionType,asin,answerTime,unixTime,question,answer,answerType
open-ended,B00004S1V2,"Mar 4, 2015",1425456000.0,Would this be able to close with 28psi nd can it remain open for 1 hr without overheating or burn out,"I operate mine at 25 PSI. Can't answer about the 1 hour duration, mine is set to operate for 15 minute intervals.",
open-ended,B00004S1V2,"Jun 30, 2014",1404111600.0,"I know these are made to be installed in an underground box, but has anyone used them successfully above ground. How waterproof are they?",I use mine above ground. Never really thought about it being waterproof or not but it works just fine. I have mine connected to an Belkin WeMo so I can turn it on and off remotely,
yes/no,B00004S1V2,"Mar 22, 2015",1427007600.0,Can I use this to replace a cracked piece from the Orbit 57253 3-Valve Heavy Duty Preassembled Manifold?,"Of course you can replace without any problem just a question of the size of the connection to be the same, and if it is different then apply the appropriate reductions that will certainly give you the same effect and it will work without any problem, I did so because I had a couple of sizes Sincerely, Marek",Y
open-ended,B00004S1V2,"Feb 21, 2015",1424505600.0,If the valve has no current going to it will it leak or remain off?,No power will leave the valve off. It should not leak without power.,
yes/no,B00004S1V2,"Feb 9, 2015",1423468800.0,Does this restrict flow? My supply pressure is v. low.,There shouldn't be any flow restriction,?
yes/no,B00004S1V2,"Dec 11, 2014",1418284800.0,Has anyone tried using this with hot water? (~150F),I have never tried it for hot water but I am pretty sure it is not designed for hot water or the seals inside. I would not use it for that purpose.,?
yes/no,B00004S1V2,"Apr 13, 2015",1428908400.0,can this be used in a greenhouse application for controlled cooling fans,"You didn't supply much information, but my guess is yes. If whatever controls the cooling fans can supply 24 volts to the Orbit valve to turn it on, then sure. Or, if the fans are switched 120 volts, then you should be able to wire in a plug from that circuit and use a 120 to 24volt transformer.",Y
yes/no,B00004S1V2,"May 23, 2014",1400828400.0,will the Orbit 57101 valve work with 12 volts of D.C.?,All sprinkler systems run on 24VAC.,?
yes/no,B00004T7VY,"Nov 7, 2013",1383811200.0,"Will one size setting tool work for 1/4-3/8"" grommets?","I have not tried either: setting a 3/8"" grommet with 1/4"" tool, or a 1/4"" grommet with a 3/8"" tool; but I think you're chasing a false economy from which only disappointment can result. Though not immediately apparent, a close-precision fit must exist between the ""male-grommet throat"" and the setting-tool ""spreader-foot""; otherwise a sufficient ""roll-over"" to capture the ""female-grommet collar"" will not be achieved. So, a 1/4"" tool will NOT set a 3/8"" grommet. As far as using a 3/8"" tool on a 1/4"" grommet: successful application of a grommet depends upon the ""compression-plate"" surface of the setting-tool's contact with, and compression of the ""female-grommet"" collar against the fabric --just slightly before the ""spreader-foot"" begins stretching the ""male-grommet throat""... which will occur in reverse order with too large a ""spreader-foot"". So, a 3/8"" setting tool CANNOT be used with a 1/4"" grommet. Further, they do not make a 5/16"" setting tool for bridging between 1/4 & 3/8"" grommets because of the irregular results it would produce. Sorry!!",?
yes/no,B00004T7VY,"Feb 18, 2015",1424246400.0,Could these grommets be used to make a fabric shower curtain?,Yes,Y
yes/no,B00004T7VY,"Dec 8, 2014",1418025600.0,"Would these grommets work well to reinforce holes in corregated, plastic signs about 1/4 inch thick?","No, they are not long enough to be able to grab the material for a good grip.",N
yes/no,B00004T7VY,"Oct 21, 2014",1413874800.0,"I'm interested in putting grommets into several printed-sheet tapestries. Do I need a separate 3/8"" hole punch?",No. All you need comes with the kit!,N
yes/no,B00004T7VY,"Oct 21, 2014",1413874800.0,"I'm interested in putting grommets into several printed-sheet tapestries. Do I need a separate 3/8"" hole punch?",This set includes the punch - it's the black cylinder. I did find that I needed to sort of rotate the punch so only a section of it was in contact with the fabric at once to concentrate the force and cut through the fabric.,?
yes/no,B00004T7VY,"Aug 22, 2014",1408690800.0,"Are the grommets solid brass? In the item details it says they're ""Silver Metallic"".",They're brass but really thin. They worked fine for me though.,?
yes/no,B00004T7VY,"Jul 11, 2014",1405062000.0,Can I attach 3 pieces of paper with this grommet set?,I used this for making a curtain out of canvas drop cloths for painting. Its a heavy duty set but I'm sure it'll work on paper.,?
open-ended,B00004T7VY,"Jun 29, 2014",1404025200.0,What is the inner diameter of this grommet? Ie. what is the size of the hole?,"Id is 3/8"" Od is 7/8""-1""",
yes/no,B00004UDHF,"Oct 19, 2013",1382166000.0,Do these fit the 7700 model?,"I have the 7300PT model and it fits. This was not specific to my model, but I know there can be different sizes. I know this doesn't directly answer your question but I know there's not much variance in the products.",?
yes/no,B00004UDHF,"Aug 18, 2013",1376809200.0,Was going to get the Dremel 200 series because I want a corded Dremel (the cordless one does not maintain power long enough any longer) Do these fit?,I bought the cordless 7000 and yes the bands fit. They also fit my mini-dremel. (We lost the charger to the mini but it worked great). The bands seem to fit all the smaller dremels.,Y
yes/no,B00004UDHF,"Oct 3, 2014",1412319600.0,"Hi, does it fit Demel 7300 PT 4.8 Volts Pet grooming kit? Thanks.",That is exactly what I use it for - works great on our cat. We had one of those battery operated deal - worthless...use that Dremel!,?
yes/no,B00004UDHF,"Jan 1, 2014",1388563200.0,Do these fit Dremel 3000?,"Yes, these fit the 3000.",Y
open-ended,B00004UDHF,"Jul 16, 2014",1405494000.0,"is the inside diameter of the band 1/2"" or is that the outside diameter?",I don't know but its pretty close either way,
yes/no,B00004UDHF,"May 3, 2014",1399100400.0,do these fit the dremel multipro 395? thanx,Yes.,Y
yes/no,B00004WLKG,"Jan 14, 2014",1389686400.0,"I am replacing a YouYan/E98999/3A250/6A125/4 wire 3-speed ceiling fan switch. Wires are brown,purple,black,gray. Locations are L123. Is this one OK?","I am using this switch in a hunter ceiling fan, the 2nd speed never worked for me, i tried two times",?
yes/no,B00004WLKG,"Jul 4, 2014",1404457200.0,"will this switch replace a E107529 Switch, Casablanca fan, wires to current switch are: orange, yellow, Black &amp; white jumper, pink, black, grey.",There is spots for four wires high medium low off.,?
yes/no,B00004WLKG,"Feb 24, 2014",1393228800.0,"I need a Jin You E70469 4 wire 3-speed ceiling fan switch with two black wires, 1 brown, 1 white with locations L123. Will this switch work?","That sounds like it should work for you. That is the same layout on the switch. I used it on a large floor model fan. The switch itself is 1 1/4"" x 5/8"" thick",Y
open-ended,B00004WLKG,"Oct 14, 2014",1413270000.0,"Please inform more details about the switch order. I need Off, L-1, L-2, L-3, Thank you.",Yes this is a three on switch,
open-ended,B00004Y692,"Feb 17, 2014",1392624000.0,how big is the hole?,"Inside diameter of finished/installed grommet is 1/2"", outside diameter is 1"", thickness for mine is 3/16"" - will vary somewhat with material thickness. It's probably in the reviews, but you get get materials for 12 completed grommets (12 top pieces + 12 bottom pieces = 24 pieces). We installed 8 of these in tennis court canvas bench shade covers for outside use in Phoenix, AZ, about 1 year ago. They were very easy to install, looked professional when finished, and have not deteriorated at all. The price was great for such a fine product.",
open-ended,B00004Y692,"Jul 14, 2014",1405321200.0,Would these be suitable for rewetting outdoor chairs? Would they be able to hand doubled over nylon webbing material? Suggestions?,"I repair fiberglass reinforced tarps and double the material over and they work great, but the chair straps might be a little thick.",
open-ended,B00004Y692,"Oct 11, 2014",1413010800.0,Weight per grommet?,"4 grams, about 1/8 oz",
open-ended,B00004Y692,11 days ago,,will this punch through leather? Such a purse?,It would probably depend on the thickness of the letter. I used it on heavy vinyl banners and had no problem punching through the material when doubled up. The punch is quite sharp and sturdy so I don't think that thinner leathers would be a problem.,
open-ended,B00004Y692,"Apr 8, 2015",1428476400.0,"The numbers are confusing. Is 1073A- the 'tool' part number, and 4 the grommet size? I want to order extra grommets, are they #4?",#4 is the grommet size.,
yes/no,B00004Y692,"Oct 15, 2014",1413356400.0,Is this actual Brass? I live in a highly corrosive environment and the 'brass' grommets I have now are starting to rust.,"They appear to be, I havnt used them long enough to tell for sure. I know what your saying. Somethings say solid grass but tarnish or the finnish comes off. I havnt had them long enough to tell. Sorry",?
yes/no,B00004Y692,"May 25, 2014",1401001200.0,Will this product work on tyvek?,"just ordinry grommets. don't know. punches holes, smack together, not sure if it will tear the plastic",?
open-ended,B00004Y692,"Jun 16, 2014",1402902000.0,what is refills of this kit?,"""Refills"" means more of the grommets themselves, i.e., the brass parts that you install on your tent, tarp, flag, etc.",
open-ended,B00004Y68X,"Apr 24, 2014",1398322800.0,So this can only pull something 6 feet?,"Six feet per cycle. Pull six feet, then reset and pull six more. And so forth.",
open-ended,B00004Y68X,"Nov 29, 2013",1385712000.0,"I need to pull a very heavy carport about 20'. Is it safe to anchor this to my brand new chain link fence post, or will I end up bending the post?",I suspect that you will bend the post. Chain link posts are rather thin material.,
open-ended,B00004Y68X,"Jun 9, 2014",1402297200.0,"I'm pulling dead cars onto a two wheel dolly, I have a Harbor Freight 2ton puller (it sucks) and wondering if anyone has done the same with this one?","I've pulled some very heavy (600 pound) stumps up an incline. I have to think if it could do that it could move a car on wheels. the four ton would be overkill, and so heavy it's difficult to work with. We used to use an American-made 2 ton come-a-long to pull trucks out of mud holes, so I have to think this thing could do what you want.",
open-ended,B00004Y68X,"Feb 8, 2015",1423382400.0,Is this single or dual ratchet?,Single,
open-ended,B00004Y68X,"Aug 31, 2014",1409468400.0,How does the reset work?,I am not sure of the question all I can say it worked fine in every aspect for my purposes.,
yes/no,B00004Y68X,"Jul 19, 2014",1405753200.0,Will this remove tree stumps?,Maybe a small one.,?
open-ended,B00004Y68X,"Feb 3, 2014",1391414400.0,what is the safety rating for this product?,"On the box is written: ""'Meets The Standards Of The World'' and ''Meets Ansi/Asme Specifications B30.21 - 1996""",
yes/no,B00004Y68X,"May 4, 2014",1399186800.0,"Has anyone else had trouble getting it to release once the load is moved? Anyone with success give me a hint, thanks.","I just back off the tension. After a few pulls, it is free, and can be released.",?
open-ended,B00004Y68X,"Apr 27, 2014",1398582000.0,How does the step by step or slow gradual reverse work? I plan on using this to unload my motorcycle out of my pick up. Is it just a switch?,"I honestly haven't used that option, but if it's anything like the rest it'll work great.",
